variable_name,model,context,lr_f1_avg,lr_f1_std,lr_f1_max,rf_f1_avg,rf_f1_std,rf_f1_max,hgbc_f1_avg,hgbc_f1_std,hgbc_f1_max,mlp_f1_avg,mlp_f1_std,mlp_f1_max,emb_type,layer,best_model,best_model_f1_performance,best_model_f1_std
att_l9_xlmr_raw_embed,xlmr,sentence,0.08260281341615054,0.0015548347995003335,0.08545046119592875,0.565360995838981,0.012192855730332047,0.5838827016245928,0.40988985155725716,0.017522874478340646,0.4289373938329802,0.5446101433804861,0.00993957205822504,0.5643083987465541,attention_raw,9.0,rf,0.565360995838981,0.012192855730332047
att_l10_xlmr_raw_embed,xlmr,sentence,0.07588532883642496,0.0,0.07588532883642496,0.5685043368695035,0.01713390586659235,0.5909651206368434,0.4234527281314868,0.013254954271792284,0.4419484952681536,0.5605894356735239,0.013050885889652251,0.5760840176670097,attention_raw,10.0,rf,0.5685043368695035,0.01713390586659235
att_l11_xlmr_raw_embed,xlmr,sentence,0.07588532883642496,0.0,0.07588532883642496,0.5714680659589612,0.011377258233806191,0.5836343923006204,0.42196692337844227,0.01624085251095364,0.4457228532304293,0.5688579035789669,0.010218637776059022,0.5849562716671312,attention_raw,11.0,rf,0.5714680659589612,0.011377258233806191
att_conc_l7_xlmr_raw_embed,xlmr,concordance,0.09415394639715255,0.001127719464017141,0.09521558386985428,0.527584209282772,0.006896942031595977,0.534320037627611,0.32753083454071785,0.010987410709510877,0.3480550954714285,0.5127395294777337,0.011565331212516858,0.5338634212044411,attention_raw,7.0,rf,0.527584209282772,0.006896942031595977
att_conc_l8_xlmr_raw_embed,xlmr,concordance,0.08176623499954491,0.0012003826443396308,0.08336791079673062,0.5411069865229486,0.008471020280520904,0.5576968628273428,0.34546114120259136,0.007110242414690855,0.36018511386431057,0.5176035273859826,0.015915817029444133,0.5516739534794112,attention_raw,8.0,rf,0.5411069865229486,0.008471020280520904
att_conc_l9_xlmr_raw_embed,xlmr,concordance,0.07970713161554548,0.0007535966092361558,0.08121745873490639,0.5385241446399317,0.007423811967898446,0.5532113094261384,0.3170443715090301,0.013739482159112198,0.34241240604565276,0.5208007102091988,0.008803967267317461,0.5319461013464345,attention_raw,9.0,rf,0.5385241446399317,0.007423811967898446
att_conc_l10_xlmr_raw_embed,xlmr,concordance,0.07588532883642496,0.0,0.07588532883642496,0.5396503688554842,0.011658794911564976,0.5607889654688316,0.3489226798302175,0.010901466735246402,0.36928295959693536,0.5658580395998586,0.012801110751573244,0.5919598395309404,attention_raw,10.0,mlp,0.5658580395998586,0.012801110751573244
att_conc_l11_xlmr_raw_embed,xlmr,concordance,0.07588532883642496,0.0,0.07588532883642496,0.5394740252922926,0.00871900625884448,0.5548806503489546,0.3300785782036393,0.015466806584221634,0.3481474640648327,0.579192647666573,0.01626942416423143,0.601645304365834,attention_raw,11.0,mlp,0.579192647666573,0.01626942416423143
att_l7_labert_raw_embed,labert,sentence,0.10560655901147828,0.0018549130209774127,0.10821150141608844,0.5705698688019524,0.011092479323703374,0.5920805711444357,0.4254303712850538,0.01537436087352276,0.4516954904802289,0.5239336667881507,0.013514080327854276,0.5501127333585917,attention_raw,7.0,rf,0.5705698688019524,0.011092479323703374
att_l8_labert_raw_embed,labert,sentence,0.10944679596851566,0.0013404622279163257,0.11119296854504822,0.5637060410771275,0.011159319307445565,0.5761746136055407,0.4366030780719713,0.015323703315285283,0.45983957308834683,0.5047766288288394,0.01383818046307909,0.5306401444622809,attention_raw,8.0,rf,0.5637060410771275,0.011159319307445565
att_l9_labert_raw_embed,labert,sentence,0.11799114309741365,0.0028797473898101353,0.1214771783729401,0.5580551590552081,0.013225346885637042,0.5778850952941388,0.4358016300397452,0.014534716883114612,0.4604489549440706,0.5012089111100752,0.01595512684060297,0.5265814564420696,attention_raw,9.0,rf,0.5580551590552081,0.013225346885637042
att_l10_labert_raw_embed,labert,sentence,0.12469076962302128,0.0030975298640466735,0.1312696378814198,0.5653721873178853,0.014856380481884245,0.5951494337775062,0.4155970941781698,0.018040364435613417,0.44687044051554353,0.5229999350612778,0.01477164706863379,0.5477575560593414,attention_raw,10.0,rf,0.5653721873178853,0.014856380481884245
att_l11_labert_raw_embed,labert,sentence,0.10410161277091416,0.0016899787543495964,0.10631115330854235,0.5699724421047465,0.011906104953765867,0.5863244547552099,0.4075999453002061,0.014280403405515863,0.43222211716950937,0.5332841516329409,0.013962593029874416,0.5525806511728939,attention_raw,11.0,rf,0.5699724421047465,0.011906104953765867
att_conc_l7_labert_raw_embed,labert,concordance,0.08748230261603407,0.0010211849662941194,0.08991587194288149,0.5477768881570715,0.00993780538478518,0.5585643559993084,0.3489749193375315,0.007318136928131582,0.35954178273608434,0.5452456756644569,0.010358359950350494,0.5607425288752295,attention_raw,7.0,rf,0.5477768881570715,0.00993780538478518
att_conc_l8_labert_raw_embed,labert,concordance,0.10514312684161997,0.002970660681736856,0.10928004881880117,0.5149979261691716,0.012311826679989632,0.5327318596355223,0.33507200482353,0.012639689202507578,0.3593219522331315,0.4871938776752957,0.01155478574219925,0.5171785563998773,attention_raw,8.0,rf,0.5149979261691716,0.012311826679989632
att_conc_l9_labert_raw_embed,labert,concordance,0.12204586910096901,0.0024895477915420103,0.1254835431478624,0.5332593725502419,0.00846085193514813,0.5476001870730803,0.3268907398558455,0.013207359939827634,0.3457825711165346,0.5182884347227963,0.013408252638581725,0.5333462763389726,attention_raw,9.0,rf,0.5332593725502419,0.00846085193514813
att_conc_l10_labert_raw_embed,labert,concordance,0.10938521699684194,0.0017209984711451386,0.11262505276346106,0.5441433700340144,0.011496222909555407,0.5661415653879135,0.32688179892049385,0.01003394185278634,0.34581079329611475,0.5236556137713991,0.011564919295950575,0.5383926195769463,attention_raw,10.0,rf,0.5441433700340144,0.011496222909555407
att_conc_l11_labert_raw_embed,labert,concordance,0.09933386597174496,0.0014964949582629847,0.10209235209235208,0.540147977425488,0.005966827070329178,0.5499728894769172,0.33074930912733685,0.0120502172932779,0.35020738378850474,0.5612239950811783,0.009105452281313448,0.5790654564225266,attention_raw,11.0,mlp,0.5612239950811783,0.009105452281313448
att_l9_labert_wsd_raw_embed,labert_wsd,sentence,0.11669822803752299,0.0016272200135247635,0.11945472294051662,0.5690533376566177,0.011722197738312129,0.5868465005624225,0.42481064949080743,0.012653570039938233,0.45140348208412845,0.4991619358518765,0.014181650578362126,0.5192521374520375,attention_raw,9.0,rf,0.5690533376566177,0.011722197738312129
att_l10_labert_wsd_raw_embed,labert_wsd,sentence,0.1223555604701776,0.0027850043411044596,0.12748879917851993,0.567995730007448,0.01305297441333866,0.5925727916093401,0.4225831672454235,0.015949020363978182,0.4448737683791633,0.5007095082672707,0.013221803089346625,0.5225695068391902,attention_raw,10.0,rf,0.567995730007448,0.01305297441333866
att_l11_labert_wsd_raw_embed,labert_wsd,sentence,0.10002677630243965,0.0016597551255218064,0.10212056570467105,0.5778891889588014,0.014919484621264146,0.6011444752941126,0.4205200852237456,0.013719824042189426,0.43875738203802844,0.5568265969553253,0.012902745790089785,0.5799905273742257,attention_raw,11.0,rf,0.5778891889588014,0.014919484621264146
att_conc_l9_labert_wsd_raw_embed,labert_wsd,concordance,0.11434428749181073,0.003100339703387901,0.11948413502408234,0.5426009811304702,0.010022326892585757,0.5580491389858824,0.32235568187810054,0.01505195215538924,0.3568778787770535,0.5221669840033829,0.012786077028315322,0.5453918627544964,attention_raw,9.0,rf,0.5426009811304702,0.010022326892585757
att_conc_l10_labert_wsd_raw_embed,labert_wsd,concordance,0.11884943280358813,0.002240291834910737,0.12211547378805943,0.5370661787361183,0.0062294527222159805,0.547493757550969,0.3322281635946802,0.010534849851412093,0.34438050862460595,0.5373686600465536,0.008946371952215301,0.5497113528068847,attention_raw,10.0,mlp,0.5373686600465536,0.008946371952215301
att_conc_l11_labert_wsd_raw_embed,labert_wsd,concordance,0.0976623154266355,0.0013344701860733353,0.0994852998191424,0.5481165730746638,0.009157820986818638,0.5657838710196723,0.34408309714877755,0.012674419766366234,0.36597821618354537,0.5528247920769899,0.014162990443100511,0.5774529560810082,attention_raw,11.0,mlp,0.5528247920769899,0.014162990443100511
att_l7_xlmr_svd400_embed,xlmr,sentence,0.09887597707728625,0.0014270937273506048,0.10095052739139716,0.45435157303483037,0.02506955918757253,0.4838266780164695,0.5083393636866417,0.0171695427750731,0.5302049014862615,0.4821535700029843,0.009545796449237025,0.49780371564798914,attention_svd,7.0,hgbc,0.5083393636866417,0.0171695427750731
att_l8_xlmr_svd400_embed,xlmr,sentence,0.09315167730996013,0.0013789523520439696,0.0946308139967395,0.4523292627108179,0.02041138564469927,0.4795558761452436,0.4902297206016262,0.012265418790466876,0.511462924371407,0.4885786222703775,0.015321409372676478,0.5131089655535288,attention_svd,8.0,hgbc,0.4902297206016262,0.012265418790466876
att_l9_xlmr_svd400_embed,xlmr,sentence,0.08260281341615054,0.0015548347995003335,0.08545046119592875,0.47587244334577816,0.02122067737785496,0.5082233100086717,0.5093463439587702,0.01342135898362066,0.5311521481537164,0.5210755772396616,0.012028895814597046,0.5410874429237892,attention_svd,9.0,mlp,0.5210755772396616,0.012028895814597046
att_l10_xlmr_svd400_embed,xlmr,sentence,0.07588532883642496,0.0,0.07588532883642496,0.44962025556885143,0.020132083808441188,0.47561119817049896,0.5141269208972467,0.02400360462061231,0.5474184898307721,0.527559158302342,0.012044569850283984,0.5519910815690464,attention_svd,10.0,mlp,0.527559158302342,0.012044569850283984
att_l11_xlmr_svd400_embed,xlmr,sentence,0.07588532883642496,0.0,0.07588532883642496,0.46540713895728647,0.02229836537767386,0.49860493321525484,0.5158771047178324,0.012272015797163888,0.536487280975757,0.5395436979235488,0.014062237138910161,0.5689776874573343,attention_svd,11.0,mlp,0.5395436979235488,0.014062237138910161
att_conc_l7_xlmr_svd400_embed,xlmr,concordance,0.09412491019989569,0.0011034886796601566,0.09521558386985428,0.4155674663073737,0.01394932005835135,0.4384712666663406,0.46931114752861997,0.01580416016291369,0.48315798190392106,0.4792901265116546,0.012184869824442283,0.4992049756879405,attention_svd,7.0,mlp,0.4792901265116546,0.012184869824442283
att_conc_l8_xlmr_svd400_embed,xlmr,concordance,0.08176623499954491,0.0012003826443396308,0.08336791079673062,0.4395680352334484,0.010975393750064844,0.4599650439469875,0.4918182415678752,0.015629493578087697,0.5158240789271165,0.4903318449958663,0.014838469600817913,0.5116040323091463,attention_svd,8.0,hgbc,0.4918182415678752,0.015629493578087697
att_conc_l9_xlmr_svd400_embed,xlmr,concordance,0.07970713161554548,0.0007535966092361558,0.08121745873490639,0.41732955966150875,0.015191627575782289,0.4443405507089963,0.5039204749395673,0.013217210380591937,0.5241815582574859,0.48957684779302885,0.008273756362485975,0.505525594867063,attention_svd,9.0,hgbc,0.5039204749395673,0.013217210380591937
att_conc_l10_xlmr_svd400_embed,xlmr,concordance,0.07588532883642496,0.0,0.07588532883642496,0.41208857778572605,0.01753492916348411,0.43710746727649247,0.5098995712123069,0.01617597098549983,0.542590326536768,0.5311875698812503,0.011130100377278723,0.5450757738430243,attention_svd,10.0,mlp,0.5311875698812503,0.011130100377278723
att_conc_l11_xlmr_svd400_embed,xlmr,concordance,0.07588532883642496,0.0,0.07588532883642496,0.4234625041318597,0.019404430194095507,0.4532862221243443,0.5046143033323437,0.014701714631255473,0.5359441080374677,0.5262337640834034,0.014911050745379817,0.5504524229935893,attention_svd,11.0,mlp,0.5262337640834034,0.014911050745379817
att_l7_labert_svd400_embed,labert,sentence,0.10546136656358762,0.0018697382516542208,0.10821150141608844,0.45626077990080016,0.018259618319112058,0.48846192514336045,0.5020581051825327,0.015666422907268853,0.5224090344454658,0.4861234762735024,0.016024151907979286,0.5108636844004897,attention_svd,7.0,hgbc,0.5020581051825327,0.015666422907268853
att_l8_labert_svd400_embed,labert,sentence,0.10955388438982874,0.0014299235936999974,0.11119296854504822,0.4234427933585662,0.020470993571467744,0.4490864612454268,0.4603568961127822,0.02507673752221793,0.498403350700999,0.4993333316188231,0.014256067563923197,0.5252397030575711,attention_svd,8.0,mlp,0.4993333316188231,0.014256067563923197
att_l9_labert_svd400_embed,labert,sentence,0.1182320906905902,0.002969027690055887,0.1214771783729401,0.4323812690551935,0.02301015024315014,0.4595269328780012,0.47203275291511976,0.01566890561803103,0.49255001111644364,0.4617442985361867,0.01052637821171036,0.4811862514570188,attention_svd,9.0,hgbc,0.47203275291511976,0.01566890561803103
att_l10_labert_svd400_embed,labert,sentence,0.12494860474357335,0.0034025085455669773,0.13292986563695353,0.47404773936430367,0.018553230949716237,0.4972720414987894,0.49828411031381614,0.009518201189640342,0.5193440450244416,0.4866191001002109,0.015946101664521758,0.5102806612841215,attention_svd,10.0,hgbc,0.49828411031381614,0.009518201189640342
att_l11_labert_svd400_embed,labert,sentence,0.10433469070182984,0.0016419291098390947,0.10631115330854235,0.4407832562486968,0.017819420666205694,0.4705070082962999,0.49599922604765645,0.017526015854097323,0.515741484663231,0.5028764020824039,0.013656808419106232,0.5166647200576414,attention_svd,11.0,mlp,0.5028764020824039,0.013656808419106232
att_conc_l7_labert_svd400_embed,labert,concordance,0.08748230261603407,0.0010211849662941194,0.08991587194288149,0.3720657448266051,0.018127771758726794,0.40792095656585864,0.4735971512570224,0.010514476834718128,0.4893644894900309,0.49287283431722767,0.005650708903768936,0.5019117265299741,attention_svd,7.0,mlp,0.49287283431722767,0.005650708903768936
att_conc_l8_labert_svd400_embed,labert,concordance,0.10525571405699011,0.0029789514420071345,0.10928004881880117,0.3983478743081938,0.02221310934621064,0.4329047971368208,0.44904222222887624,0.013224418802052527,0.4699653458141408,0.45855150060776956,0.012267218239957562,0.4847862823399438,attention_svd,8.0,mlp,0.45855150060776956,0.012267218239957562
att_conc_l9_labert_svd400_embed,labert,concordance,0.12235710544977381,0.0027100029635662515,0.1265194548492896,0.3990051447474256,0.015691024549706962,0.4262226695915108,0.467998639101851,0.01104828279083847,0.48824651419258963,0.47070528415097657,0.006873064784312482,0.4778564688338632,attention_svd,9.0,mlp,0.47070528415097657,0.006873064784312482
att_conc_l10_labert_svd400_embed,labert,concordance,0.10967790115562304,0.0014266483166490676,0.11262505276346106,0.42476512972085817,0.013804995921166567,0.4456730214383868,0.4878879577947002,0.01415471949744881,0.5102137028008723,0.4838556018103465,0.01558693538419572,0.5119250418332338,attention_svd,10.0,hgbc,0.4878879577947002,0.01415471949744881
att_conc_l11_labert_svd400_embed,labert,concordance,0.09933386597174496,0.0014964949582629847,0.10209235209235208,0.40622624746358527,0.007887909996372875,0.4231070249192357,0.4943741404429556,0.014727312809564453,0.5219906439764596,0.4953199074682746,0.01264858306765085,0.517950641782222,attention_svd,11.0,mlp,0.4953199074682746,0.01264858306765085
att_l9_labert_wsd_svd400_embed,labert_wsd,sentence,0.1165501799459352,0.0016928960261050122,0.11945472294051662,0.45321101464916,0.018404341299830866,0.47322794779407257,0.49146630573914285,0.015335181713924605,0.5281297045470542,0.4808909468848011,0.008888446762223903,0.4970567524894891,attention_svd,9.0,hgbc,0.49146630573914285,0.015335181713924605
att_l10_labert_wsd_svd400_embed,labert_wsd,sentence,0.12255871172462995,0.0028507778494688218,0.12748879917851993,0.45625979212662926,0.017778406718469336,0.48068575303352185,0.5039287464758926,0.010967560651907073,0.5184093186177411,0.4688894158350473,0.014737946088500932,0.4933385470284983,attention_svd,10.0,hgbc,0.5039287464758926,0.010967560651907073
att_l11_labert_wsd_svd400_embed,labert_wsd,sentence,0.10014816749600566,0.0013242406174081647,0.10212056570467105,0.4706006548231711,0.017859717598137655,0.49457362993384807,0.5225046227361922,0.018536349732355902,0.5605125967492108,0.5191439008631376,0.01052647590897557,0.5361041458460875,attention_svd,11.0,hgbc,0.5225046227361922,0.018536349732355902
att_conc_l9_labert_wsd_svd400_embed,labert_wsd,concordance,0.11455906646803918,0.003029166257054685,0.11948413502408234,0.419749442940191,0.015120407528131423,0.43957072279094617,0.4840023342076279,0.020575412560316548,0.5251899606761845,0.48287630081950167,0.012464726548821702,0.49570697898236477,attention_svd,9.0,hgbc,0.4840023342076279,0.020575412560316548
att_conc_l10_labert_wsd_svd400_embed,labert_wsd,concordance,0.11943562083007678,0.002258932595424946,0.12307982619451004,0.4114888703747558,0.01767204732049801,0.43969105054717766,0.47184400632859347,0.01290278821723594,0.4859799289268711,0.49577412219905526,0.013309182307222804,0.5144245810193292,attention_svd,10.0,mlp,0.49577412219905526,0.013309182307222804
att_conc_l11_labert_wsd_svd400_embed,labert_wsd,concordance,0.09826794605003436,0.0013799543200756531,0.10067920585161964,0.4067172639416274,0.024501596709779895,0.4482217679538068,0.5061225888950258,0.011082004331910889,0.5288750833393691,0.48482934860552457,0.021767773593970568,0.5212114231260512,attention_svd,11.0,hgbc,0.5061225888950258,0.011082004331910889
embed_l7_xlmr&att_l7_xlmr_raw_embed,xlmr,sentence,0.5908608803908044,0.01282148013843155,,0.47774070201543567,0.016256537237745394,,0.5821162375646974,0.014766875996485105,,0.5987989486479465,0.019383892780519833,0.6332553407252101,concatenated_raw_attn,7.0,mlp,0.5987989486479465,0.019383892780519833
