,author,title,grela_id,sentence_id,sentence_text,context_3sents,classification_single_label,tokens,concordance_tokens,not_before,not_after,date_random,lagt_genre,lagt_provenience,noscemus_genre,noscemus_discipline,target_token_id,target_char_start,target_char_end
252,Abbo Floriacensisc.945–1004 ,Epistolae,cc_9744,cc_9744_198,"Sub ouina pelle lupi ad monasterii asylum confugiunt, subselliis se pro latibulis abscondunt, et, ubi tempus male faciendi inuenerint, malefaciunt, simpliciores fratres falsis circumuentionibus sollicitant, lenocinio blandae perditionis incautos decipiunt, et corruptos ueneno suae iniquitatis praecipitant in labyrinthum sui erroris;","U, 11) qui turbare rempublicam maximum lucrum putant. | Sub ouina pelle lupi ad monasterii asylum confugiunt, subselliis se pro latibulis abscondunt, et, ubi tempus male faciendi inuenerint, malefaciunt, simpliciores fratres falsis circumuentionibus sollicitant, lenocinio blandae perditionis incautos decipiunt, et corruptos ueneno suae iniquitatis praecipitant in labyrinthum sui erroris; | melioribus se detrahunt, crimina auditu horribilia confingunt;",confusion_metaphorics,"[{'char_end': 3, 'char_start': 0, 'lemma': 'sub', 'pos': 'ADP', 'sentence_id': 'cc_9744_198', 'token_id': 355686184, 'token_text': 'Sub'}
 {'char_end': 9, 'char_start': 4, 'lemma': 'ouinus', 'pos': 'ADJ', 'sentence_id': 'cc_9744_198', 'token_id': 355686185, 'token_text': 'ouina'}
 {'char_end': 15, 'char_start': 10, 'lemma': 'pellis', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686186, 'token_text': 'pelle'}
 {'char_end': 20, 'char_start': 16, 'lemma': 'lupus', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686187, 'token_text': 'lupi'}
 {'char_end': 23, 'char_start': 21, 'lemma': 'ad', 'pos': 'ADP', 'sentence_id': 'cc_9744_198', 'token_id': 355686188, 'token_text': 'ad'}
 {'char_end': 34, 'char_start': 24, 'lemma': 'monasterium', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686189, 'token_text': 'monasterii'}
 {'char_end': 41, 'char_start': 35, 'lemma': 'asylum', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686190, 'token_text': 'asylum'}
 {'char_end': 52, 'char_start': 42, 'lemma': 'confugio', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686191, 'token_text': 'confugiunt'}
 {'char_end': 53, 'char_start': 52, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_9744_198', 'token_id': 355686192, 'token_text': ','}
 {'char_end': 64, 'char_start': 54, 'lemma': 'subsellium', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686193, 'token_text': 'subselliis'}
 {'char_end': 67, 'char_start': 65, 'lemma': 'sui', 'pos': 'PRON', 'sentence_id': 'cc_9744_198', 'token_id': 355686194, 'token_text': 'se'}
 {'char_end': 71, 'char_start': 68, 'lemma': 'pro', 'pos': 'ADP', 'sentence_id': 'cc_9744_198', 'token_id': 355686195, 'token_text': 'pro'}
 {'char_end': 81, 'char_start': 72, 'lemma': 'latibulum', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686196, 'token_text': 'latibulis'}
 {'char_end': 92, 'char_start': 82, 'lemma': 'abscondo', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686197, 'token_text': 'abscondunt'}
 {'char_end': 93, 'char_start': 92, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_9744_198', 'token_id': 355686198, 'token_text': ','}
 {'char_end': 96, 'char_start': 94, 'lemma': 'et', 'pos': 'CCONJ', 'sentence_id': 'cc_9744_198', 'token_id': 355686199, 'token_text': 'et'}
 {'char_end': 97, 'char_start': 96, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_9744_198', 'token_id': 355686200, 'token_text': ','}
 {'char_end': 101, 'char_start': 98, 'lemma': 'ubi', 'pos': 'SCONJ', 'sentence_id': 'cc_9744_198', 'token_id': 355686201, 'token_text': 'ubi'}
 {'char_end': 108, 'char_start': 102, 'lemma': 'tempus', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686202, 'token_text': 'tempus'}
 {'char_end': 113, 'char_start': 109, 'lemma': 'male', 'pos': 'ADV', 'sentence_id': 'cc_9744_198', 'token_id': 355686203, 'token_text': 'male'}
 {'char_end': 122, 'char_start': 114, 'lemma': 'facio', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686204, 'token_text': 'faciendi'}
 {'char_end': 133, 'char_start': 123, 'lemma': 'inuenerind', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686205, 'token_text': 'inuenerint'}
 {'char_end': 134, 'char_start': 133, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_9744_198', 'token_id': 355686206, 'token_text': ','}
 {'char_end': 146, 'char_start': 135, 'lemma': 'malefacio', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686207, 'token_text': 'malefaciunt'}
 {'char_end': 147, 'char_start': 146, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_9744_198', 'token_id': 355686208, 'token_text': ','}
 {'char_end': 160, 'char_start': 148, 'lemma': 'simplicior', 'pos': 'ADJ', 'sentence_id': 'cc_9744_198', 'token_id': 355686209, 'token_text': 'simpliciores'}
 {'char_end': 168, 'char_start': 161, 'lemma': 'frater', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686210, 'token_text': 'fratres'}
 {'char_end': 175, 'char_start': 169, 'lemma': 'falsus', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686211, 'token_text': 'falsis'}
 {'char_end': 193, 'char_start': 176, 'lemma': 'circumuentio', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686212, 'token_text': 'circumuentionibus'}
 {'char_end': 205, 'char_start': 194, 'lemma': 'sollicito', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686213, 'token_text': 'sollicitant'}
 {'char_end': 206, 'char_start': 205, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_9744_198', 'token_id': 355686214, 'token_text': ','}
 {'char_end': 216, 'char_start': 207, 'lemma': 'lenocinium', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686215, 'token_text': 'lenocinio'}
 {'char_end': 224, 'char_start': 217, 'lemma': 'blandus', 'pos': 'ADJ', 'sentence_id': 'cc_9744_198', 'token_id': 355686216, 'token_text': 'blandae'}
 {'char_end': 236, 'char_start': 225, 'lemma': 'perditio', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686217, 'token_text': 'perditionis'}
 {'char_end': 245, 'char_start': 237, 'lemma': 'incautus', 'pos': 'ADJ', 'sentence_id': 'cc_9744_198', 'token_id': 355686218, 'token_text': 'incautos'}
 {'char_end': 255, 'char_start': 246, 'lemma': 'decipio', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686219, 'token_text': 'decipiunt'}
 {'char_end': 256, 'char_start': 255, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_9744_198', 'token_id': 355686220, 'token_text': ','}
 {'char_end': 259, 'char_start': 257, 'lemma': 'et', 'pos': 'CCONJ', 'sentence_id': 'cc_9744_198', 'token_id': 355686221, 'token_text': 'et'}
 {'char_end': 269, 'char_start': 260, 'lemma': 'corrumpo', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686222, 'token_text': 'corruptos'}
 {'char_end': 276, 'char_start': 270, 'lemma': 'uenenus', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686223, 'token_text': 'ueneno'}
 {'char_end': 281, 'char_start': 277, 'lemma': 'suus', 'pos': 'DET', 'sentence_id': 'cc_9744_198', 'token_id': 355686224, 'token_text': 'suae'}
 {'char_end': 293, 'char_start': 282, 'lemma': 'iniquitas', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686225, 'token_text': 'iniquitatis'}
 {'char_end': 306, 'char_start': 294, 'lemma': 'praecipito', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686226, 'token_text': 'praecipitant'}
 {'char_end': 309, 'char_start': 307, 'lemma': 'in', 'pos': 'ADP', 'sentence_id': 'cc_9744_198', 'token_id': 355686227, 'token_text': 'in'}
 {'char_end': 321, 'char_start': 310, 'lemma': 'labyrinthus', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686228, 'token_text': 'labyrinthum'}
 {'char_end': 325, 'char_start': 322, 'lemma': 'suus', 'pos': 'DET', 'sentence_id': 'cc_9744_198', 'token_id': 355686229, 'token_text': 'sui'}
 {'char_end': 333, 'char_start': 326, 'lemma': 'error', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686230, 'token_text': 'erroris'}
 {'char_end': 334, 'char_start': 333, 'lemma': ';', 'pos': 'PUNCT', 'sentence_id': 'cc_9744_198', 'token_id': 355686231, 'token_text': ';'}]","[{'char_end': 245, 'char_start': 237, 'lemma': 'incautus', 'pos': 'ADJ', 'sentence_id': 'cc_9744_198', 'token_id': 355686218, 'token_text': 'incautos'}
 {'char_end': 255, 'char_start': 246, 'lemma': 'decipio', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686219, 'token_text': 'decipiunt'}
 {'char_end': 256, 'char_start': 255, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_9744_198', 'token_id': 355686220, 'token_text': ','}
 {'char_end': 259, 'char_start': 257, 'lemma': 'et', 'pos': 'CCONJ', 'sentence_id': 'cc_9744_198', 'token_id': 355686221, 'token_text': 'et'}
 {'char_end': 269, 'char_start': 260, 'lemma': 'corrumpo', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686222, 'token_text': 'corruptos'}
 {'char_end': 276, 'char_start': 270, 'lemma': 'uenenus', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686223, 'token_text': 'ueneno'}
 {'char_end': 281, 'char_start': 277, 'lemma': 'suus', 'pos': 'DET', 'sentence_id': 'cc_9744_198', 'token_id': 355686224, 'token_text': 'suae'}
 {'char_end': 293, 'char_start': 282, 'lemma': 'iniquitas', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686225, 'token_text': 'iniquitatis'}
 {'char_end': 306, 'char_start': 294, 'lemma': 'praecipito', 'pos': 'VERB', 'sentence_id': 'cc_9744_198', 'token_id': 355686226, 'token_text': 'praecipitant'}
 {'char_end': 309, 'char_start': 307, 'lemma': 'in', 'pos': 'ADP', 'sentence_id': 'cc_9744_198', 'token_id': 355686227, 'token_text': 'in'}
 {'char_end': 321, 'char_start': 310, 'lemma': 'labyrinthus', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686228, 'token_text': 'labyrinthum'}
 {'char_end': 325, 'char_start': 322, 'lemma': 'suus', 'pos': 'DET', 'sentence_id': 'cc_9744_198', 'token_id': 355686229, 'token_text': 'sui'}
 {'char_end': 333, 'char_start': 326, 'lemma': 'error', 'pos': 'NOUN', 'sentence_id': 'cc_9744_198', 'token_id': 355686230, 'token_text': 'erroris'}
 {'char_end': 334, 'char_start': 333, 'lemma': ';', 'pos': 'PUNCT', 'sentence_id': 'cc_9744_198', 'token_id': 355686231, 'token_text': ';'}
 {'char_end': 10, 'char_start': 0, 'lemma': 'melior', 'pos': 'ADJ', 'sentence_id': 'cc_9744_199', 'token_id': 355686232, 'token_text': 'melioribus'}
 {'char_end': 13, 'char_start': 11, 'lemma': 'sui', 'pos': 'PRON', 'sentence_id': 'cc_9744_199', 'token_id': 355686233, 'token_text': 'se'}
 {'char_end': 23, 'char_start': 14, 'lemma': 'detraho', 'pos': 'VERB', 'sentence_id': 'cc_9744_199', 'token_id': 355686234, 'token_text': 'detrahunt'}
 {'char_end': 24, 'char_start': 23, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_9744_199', 'token_id': 355686235, 'token_text': ','}
 {'char_end': 32, 'char_start': 25, 'lemma': 'crimen', 'pos': 'NOUN', 'sentence_id': 'cc_9744_199', 'token_id': 355686236, 'token_text': 'crimina'}
 {'char_end': 39, 'char_start': 33, 'lemma': 'auditus', 'pos': 'NOUN', 'sentence_id': 'cc_9744_199', 'token_id': 355686237, 'token_text': 'auditu'}
 {'char_end': 50, 'char_start': 40, 'lemma': 'horribilis', 'pos': 'ADJ', 'sentence_id': 'cc_9744_199', 'token_id': 355686238, 'token_text': 'horribilia'}]",945.0,1004.0,973.0,,,,,355686228,310,321
817,"Castelli, Bartolomeo",Lexicon medicum Graecolatinum Bartholomaei Castelli Messanensis studio ex Hippocrate et Galeno desumptum,noscemus_888129,noscemus_888129_80,"Sic dubia is Ueterum, perplexaque dogmata seruans, Explicat hec, claris nominibusque refert Caecas ambages, labyrinthos arte resoluit, Et uerum ex uero uerius ipse legit, Quantum quisque potens medica re, debeat isti, Si nosset, meritum prosequeretur opus.","Nam ueluti Alcidem ducentia fila sequutum Fama est ambiguas, isse redisse uias. | Sic dubia is Ueterum, perplexaque dogmata seruans, Explicat hec, claris nominibusque refert Caecas ambages, labyrinthos arte resoluit, Et uerum ex uero uerius ipse legit, Quantum quisque potens medica re, debeat isti, Si nosset, meritum prosequeretur opus. | Continuo edocuit, dignatus Apollinis artes Altior humana mente, honor unde sibi est.",scientific_complexity_metaphorics,"[{'char_end': 3, 'char_start': 0, 'lemma': 'sic', 'pos': 'ADV', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552672, 'token_text': 'Sic'}
 {'char_end': 9, 'char_start': 4, 'lemma': 'dubius', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552673, 'token_text': 'dubia'}
 {'char_end': 12, 'char_start': 10, 'lemma': 'is', 'pos': 'PRON', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552674, 'token_text': 'is'}
 {'char_end': 20, 'char_start': 13, 'lemma': 'uetus', 'pos': 'PROPN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552675, 'token_text': 'Ueterum'}
 {'char_end': 21, 'char_start': 20, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552676, 'token_text': ','}
 {'char_end': 30, 'char_start': 22, 'lemma': 'perplexus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552677, 'token_text': 'perplexa'}
 {'char_end': 33, 'char_start': 30, 'lemma': 'que', 'pos': 'PRON', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552678, 'token_text': 'que'}
 {'char_end': 41, 'char_start': 34, 'lemma': 'dogma', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552679, 'token_text': 'dogmata'}
 {'char_end': 49, 'char_start': 42, 'lemma': 'seruo', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552680, 'token_text': 'seruans'}
 {'char_end': 50, 'char_start': 49, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552681, 'token_text': ','}
 {'char_end': 59, 'char_start': 51, 'lemma': 'explico', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552682, 'token_text': 'Explicat'}
 {'char_end': 63, 'char_start': 60, 'lemma': 'hic', 'pos': 'DET', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552683, 'token_text': 'hec'}
 {'char_end': 64, 'char_start': 63, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552684, 'token_text': ','}
 {'char_end': 71, 'char_start': 65, 'lemma': 'clarus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552685, 'token_text': 'claris'}
 {'char_end': 81, 'char_start': 72, 'lemma': 'nomen', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552686, 'token_text': 'nominibus'}
 {'char_end': 84, 'char_start': 81, 'lemma': 'que', 'pos': 'PRON', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552687, 'token_text': 'que'}
 {'char_end': 91, 'char_start': 85, 'lemma': 'refero', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552688, 'token_text': 'refert'}
 {'char_end': 98, 'char_start': 92, 'lemma': 'caecus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552689, 'token_text': 'Caecas'}
 {'char_end': 106, 'char_start': 99, 'lemma': 'ambages', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552690, 'token_text': 'ambages'}
 {'char_end': 107, 'char_start': 106, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552691, 'token_text': ','}
 {'char_end': 119, 'char_start': 108, 'lemma': 'labyrinthus', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552692, 'token_text': 'labyrinthos'}
 {'char_end': 124, 'char_start': 120, 'lemma': 'ars', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552693, 'token_text': 'arte'}
 {'char_end': 133, 'char_start': 125, 'lemma': 'resoluo', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552694, 'token_text': 'resoluit'}
 {'char_end': 134, 'char_start': 133, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552695, 'token_text': ','}
 {'char_end': 137, 'char_start': 135, 'lemma': 'et', 'pos': 'CCONJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552696, 'token_text': 'Et'}
 {'char_end': 143, 'char_start': 138, 'lemma': 'uerus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552697, 'token_text': 'uerum'}
 {'char_end': 146, 'char_start': 144, 'lemma': 'ex', 'pos': 'ADP', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552698, 'token_text': 'ex'}
 {'char_end': 151, 'char_start': 147, 'lemma': 'uerus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552699, 'token_text': 'uero'}
 {'char_end': 158, 'char_start': 152, 'lemma': 'uere', 'pos': 'ADV', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552700, 'token_text': 'uerius'}
 {'char_end': 163, 'char_start': 159, 'lemma': 'ipse', 'pos': 'DET', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552701, 'token_text': 'ipse'}
 {'char_end': 169, 'char_start': 164, 'lemma': 'lego', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552702, 'token_text': 'legit'}
 {'char_end': 170, 'char_start': 169, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552703, 'token_text': ','}
 {'char_end': 178, 'char_start': 171, 'lemma': 'quantum', 'pos': 'ADV', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552704, 'token_text': 'Quantum'}
 {'char_end': 186, 'char_start': 179, 'lemma': 'quisque', 'pos': 'DET', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552705, 'token_text': 'quisque'}
 {'char_end': 193, 'char_start': 187, 'lemma': 'possum', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552706, 'token_text': 'potens'}
 {'char_end': 200, 'char_start': 194, 'lemma': 'medica', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552707, 'token_text': 'medica'}
 {'char_end': 203, 'char_start': 201, 'lemma': 'res', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552708, 'token_text': 're'}
 {'char_end': 204, 'char_start': 203, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552709, 'token_text': ','}
 {'char_end': 211, 'char_start': 205, 'lemma': 'debeo', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552710, 'token_text': 'debeat'}
 {'char_end': 216, 'char_start': 212, 'lemma': 'eo', 'pos': 'DET', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552711, 'token_text': 'isti'}
 {'char_end': 217, 'char_start': 216, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552712, 'token_text': ','}
 {'char_end': 220, 'char_start': 218, 'lemma': 'si', 'pos': 'SCONJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552713, 'token_text': 'Si'}
 {'char_end': 227, 'char_start': 221, 'lemma': 'nosco', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552714, 'token_text': 'nosset'}
 {'char_end': 228, 'char_start': 227, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552715, 'token_text': ','}
 {'char_end': 236, 'char_start': 229, 'lemma': 'meritum', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552716, 'token_text': 'meritum'}
 {'char_end': 250, 'char_start': 237, 'lemma': 'prosequor', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552717, 'token_text': 'prosequeretur'}
 {'char_end': 255, 'char_start': 251, 'lemma': 'opus', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552718, 'token_text': 'opus'}
 {'char_end': 256, 'char_start': 255, 'lemma': '.', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552719, 'token_text': '.'}]","[{'char_end': 59, 'char_start': 51, 'lemma': 'explico', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552682, 'token_text': 'Explicat'}
 {'char_end': 63, 'char_start': 60, 'lemma': 'hic', 'pos': 'DET', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552683, 'token_text': 'hec'}
 {'char_end': 64, 'char_start': 63, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552684, 'token_text': ','}
 {'char_end': 71, 'char_start': 65, 'lemma': 'clarus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552685, 'token_text': 'claris'}
 {'char_end': 81, 'char_start': 72, 'lemma': 'nomen', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552686, 'token_text': 'nominibus'}
 {'char_end': 84, 'char_start': 81, 'lemma': 'que', 'pos': 'PRON', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552687, 'token_text': 'que'}
 {'char_end': 91, 'char_start': 85, 'lemma': 'refero', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552688, 'token_text': 'refert'}
 {'char_end': 98, 'char_start': 92, 'lemma': 'caecus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552689, 'token_text': 'Caecas'}
 {'char_end': 106, 'char_start': 99, 'lemma': 'ambages', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552690, 'token_text': 'ambages'}
 {'char_end': 107, 'char_start': 106, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552691, 'token_text': ','}
 {'char_end': 119, 'char_start': 108, 'lemma': 'labyrinthus', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552692, 'token_text': 'labyrinthos'}
 {'char_end': 124, 'char_start': 120, 'lemma': 'ars', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552693, 'token_text': 'arte'}
 {'char_end': 133, 'char_start': 125, 'lemma': 'resoluo', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552694, 'token_text': 'resoluit'}
 {'char_end': 134, 'char_start': 133, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552695, 'token_text': ','}
 {'char_end': 137, 'char_start': 135, 'lemma': 'et', 'pos': 'CCONJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552696, 'token_text': 'Et'}
 {'char_end': 143, 'char_start': 138, 'lemma': 'uerus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552697, 'token_text': 'uerum'}
 {'char_end': 146, 'char_start': 144, 'lemma': 'ex', 'pos': 'ADP', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552698, 'token_text': 'ex'}
 {'char_end': 151, 'char_start': 147, 'lemma': 'uerus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552699, 'token_text': 'uero'}
 {'char_end': 158, 'char_start': 152, 'lemma': 'uere', 'pos': 'ADV', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552700, 'token_text': 'uerius'}
 {'char_end': 163, 'char_start': 159, 'lemma': 'ipse', 'pos': 'DET', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552701, 'token_text': 'ipse'}
 {'char_end': 169, 'char_start': 164, 'lemma': 'lego', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_80', 'token_id': 139552702, 'token_text': 'legit'}]",1598.0,1598.0,1598.0,,,Dictionary/Lexicon,Medicine,139552692,108,119
