,author,title,grela_id,sentence_id,sentence_text,context_3sents,tokens,concordance_tokens,classification,not_before,not_after,date_random,lagt_genre,lagt_provenience,noscemus_genre,noscemus_discipline,target_token_id,target_char_start,target_char_end
815,"Castelli, Bartolomeo",Lexicon medicum Graecolatinum Bartholomaei Castelli Messanensis studio ex Hippocrate et Galeno desumptum,noscemus_888129,noscemus_888129_35,"& ceco ductore, in uastissimum scientiarum campum, & inextricabilem labyrinthum, citra Ariadnae filum, (quo remeare possent) ingredi, Graecasque literas, unde omnis scientiae, tum praesertim medicae rei cognitio, & rerum & uocum proprietas ortum duxerat, a primo certe limine insalutatas deserere;","Cum igitur experimento comprobauerim eos qui rem medicam sectantur, non tam sa pientiae, quam lucri studio, cum primum hu maniores literas superarint, uixque e primis Grammaticae rudimentis emerserint, in altum Philosophiae & Medicinae pelagus, se ipsos sponte insinuare, ignoratis utriusque sciendigitized by Google seientiae uocibus, quae prima elementa censentur; | & ceco ductore, in uastissimum scientiarum campum, & inextricabilem labyrinthum, citra Ariadnae filum, (quo remeare possent) ingredi, Graecasque literas, unde omnis scientiae, tum praesertim medicae rei cognitio, & rerum & uocum proprietas ortum duxerat, a primo certe limine insalutatas deserere; | quo fit ut necesse illis sit, in reliquo medicinae curriculo, caecutire;","[{'char_end': 1, 'char_start': 0, 'lemma': '&', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551859, 'token_text': '&'}
 {'char_end': 6, 'char_start': 2, 'lemma': 'cecus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551860, 'token_text': 'ceco'}
 {'char_end': 14, 'char_start': 7, 'lemma': 'ductor', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551861, 'token_text': 'ductore'}
 {'char_end': 15, 'char_start': 14, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551862, 'token_text': ','}
 {'char_end': 18, 'char_start': 16, 'lemma': 'in', 'pos': 'ADP', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551863, 'token_text': 'in'}
 {'char_end': 30, 'char_start': 19, 'lemma': 'uastissimus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551864, 'token_text': 'uastissimum'}
 {'char_end': 42, 'char_start': 31, 'lemma': 'scientia', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551865, 'token_text': 'scientiarum'}
 {'char_end': 49, 'char_start': 43, 'lemma': 'campus', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551866, 'token_text': 'campum'}
 {'char_end': 50, 'char_start': 49, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551867, 'token_text': ','}
 {'char_end': 52, 'char_start': 51, 'lemma': '&', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551868, 'token_text': '&'}
 {'char_end': 67, 'char_start': 53, 'lemma': 'inextricabilis', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551869, 'token_text': 'inextricabilem'}
 {'char_end': 79, 'char_start': 68, 'lemma': 'labyrinthus', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551870, 'token_text': 'labyrinthum'}
 {'char_end': 80, 'char_start': 79, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551871, 'token_text': ','}
 {'char_end': 86, 'char_start': 81, 'lemma': 'citra', 'pos': 'ADP', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551872, 'token_text': 'citra'}
 {'char_end': 95, 'char_start': 87, 'lemma': 'Ariadna', 'pos': 'PROPN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551873, 'token_text': 'Ariadnae'}
 {'char_end': 101, 'char_start': 96, 'lemma': 'filum', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551874, 'token_text': 'filum'}
 {'char_end': 102, 'char_start': 101, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551875, 'token_text': ','}
 {'char_end': 104, 'char_start': 103, 'lemma': '(', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551876, 'token_text': '('}
 {'char_end': 107, 'char_start': 104, 'lemma': 'qui', 'pos': 'PRON', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551877, 'token_text': 'quo'}
 {'char_end': 115, 'char_start': 108, 'lemma': 'remeo', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551878, 'token_text': 'remeare'}
 {'char_end': 123, 'char_start': 116, 'lemma': 'possum', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551879, 'token_text': 'possent'}
 {'char_end': 124, 'char_start': 123, 'lemma': ')', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551880, 'token_text': ')'}
 {'char_end': 132, 'char_start': 125, 'lemma': 'ingredior', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551881, 'token_text': 'ingredi'}
 {'char_end': 133, 'char_start': 132, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551882, 'token_text': ','}
 {'char_end': 141, 'char_start': 134, 'lemma': 'Graecus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551883, 'token_text': 'Graecas'}
 {'char_end': 144, 'char_start': 141, 'lemma': 'que', 'pos': 'CCONJ', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551884, 'token_text': 'que'}
 {'char_end': 152, 'char_start': 145, 'lemma': 'litera', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551885, 'token_text': 'literas'}
 {'char_end': 153, 'char_start': 152, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551886, 'token_text': ','}
 {'char_end': 158, 'char_start': 154, 'lemma': 'unde', 'pos': 'ADV', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551887, 'token_text': 'unde'}
 {'char_end': 164, 'char_start': 159, 'lemma': 'omnis', 'pos': 'DET', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551888, 'token_text': 'omnis'}
 {'char_end': 174, 'char_start': 165, 'lemma': 'scientia', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551889, 'token_text': 'scientiae'}
 {'char_end': 175, 'char_start': 174, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551890, 'token_text': ','}
 {'char_end': 179, 'char_start': 176, 'lemma': 'tum', 'pos': 'ADV', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551891, 'token_text': 'tum'}
 {'char_end': 190, 'char_start': 180, 'lemma': 'praesertim', 'pos': 'ADV', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551892, 'token_text': 'praesertim'}
 {'char_end': 198, 'char_start': 191, 'lemma': 'medicus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551893, 'token_text': 'medicae'}
 {'char_end': 202, 'char_start': 199, 'lemma': 'res', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551894, 'token_text': 'rei'}
 {'char_end': 211, 'char_start': 203, 'lemma': 'cognitio', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551895, 'token_text': 'cognitio'}
 {'char_end': 212, 'char_start': 211, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551896, 'token_text': ','}
 {'char_end': 214, 'char_start': 213, 'lemma': '&', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551897, 'token_text': '&'}
 {'char_end': 220, 'char_start': 215, 'lemma': 'res', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551898, 'token_text': 'rerum'}
 {'char_end': 222, 'char_start': 221, 'lemma': '&', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551899, 'token_text': '&'}
 {'char_end': 228, 'char_start': 223, 'lemma': 'uox', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551900, 'token_text': 'uocum'}
 {'char_end': 239, 'char_start': 229, 'lemma': 'proprietas', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551901, 'token_text': 'proprietas'}
 {'char_end': 245, 'char_start': 240, 'lemma': 'ortus', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551902, 'token_text': 'ortum'}
 {'char_end': 253, 'char_start': 246, 'lemma': 'duco', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551903, 'token_text': 'duxerat'}
 {'char_end': 254, 'char_start': 253, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551904, 'token_text': ','}
 {'char_end': 256, 'char_start': 255, 'lemma': 'ab', 'pos': 'ADP', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551905, 'token_text': 'a'}
 {'char_end': 262, 'char_start': 257, 'lemma': 'primus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551906, 'token_text': 'primo'}
 {'char_end': 268, 'char_start': 263, 'lemma': 'certe', 'pos': 'ADV', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551907, 'token_text': 'certe'}
 {'char_end': 275, 'char_start': 269, 'lemma': 'limen', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551908, 'token_text': 'limine'}
 {'char_end': 287, 'char_start': 276, 'lemma': 'insaluto', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551909, 'token_text': 'insalutatas'}
 {'char_end': 296, 'char_start': 288, 'lemma': 'desero', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551910, 'token_text': 'deserere'}
 {'char_end': 297, 'char_start': 296, 'lemma': ';', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551911, 'token_text': ';'}]","[{'char_end': 6, 'char_start': 2, 'lemma': 'cecus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551860, 'token_text': 'ceco'}
 {'char_end': 14, 'char_start': 7, 'lemma': 'ductor', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551861, 'token_text': 'ductore'}
 {'char_end': 15, 'char_start': 14, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551862, 'token_text': ','}
 {'char_end': 18, 'char_start': 16, 'lemma': 'in', 'pos': 'ADP', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551863, 'token_text': 'in'}
 {'char_end': 30, 'char_start': 19, 'lemma': 'uastissimus', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551864, 'token_text': 'uastissimum'}
 {'char_end': 42, 'char_start': 31, 'lemma': 'scientia', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551865, 'token_text': 'scientiarum'}
 {'char_end': 49, 'char_start': 43, 'lemma': 'campus', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551866, 'token_text': 'campum'}
 {'char_end': 50, 'char_start': 49, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551867, 'token_text': ','}
 {'char_end': 52, 'char_start': 51, 'lemma': '&', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551868, 'token_text': '&'}
 {'char_end': 67, 'char_start': 53, 'lemma': 'inextricabilis', 'pos': 'ADJ', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551869, 'token_text': 'inextricabilem'}
 {'char_end': 79, 'char_start': 68, 'lemma': 'labyrinthus', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551870, 'token_text': 'labyrinthum'}
 {'char_end': 80, 'char_start': 79, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551871, 'token_text': ','}
 {'char_end': 86, 'char_start': 81, 'lemma': 'citra', 'pos': 'ADP', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551872, 'token_text': 'citra'}
 {'char_end': 95, 'char_start': 87, 'lemma': 'Ariadna', 'pos': 'PROPN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551873, 'token_text': 'Ariadnae'}
 {'char_end': 101, 'char_start': 96, 'lemma': 'filum', 'pos': 'NOUN', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551874, 'token_text': 'filum'}
 {'char_end': 102, 'char_start': 101, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551875, 'token_text': ','}
 {'char_end': 104, 'char_start': 103, 'lemma': '(', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551876, 'token_text': '('}
 {'char_end': 107, 'char_start': 104, 'lemma': 'qui', 'pos': 'PRON', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551877, 'token_text': 'quo'}
 {'char_end': 115, 'char_start': 108, 'lemma': 'remeo', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551878, 'token_text': 'remeare'}
 {'char_end': 123, 'char_start': 116, 'lemma': 'possum', 'pos': 'VERB', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551879, 'token_text': 'possent'}
 {'char_end': 124, 'char_start': 123, 'lemma': ')', 'pos': 'PUNCT', 'sentence_id': 'noscemus_888129_35', 'token_id': 139551880, 'token_text': ')'}]",metaphorical-error,1598.0,1598.0,1598.0,,,Dictionary/Lexicon,Medicine,139551870,68,79
221,Ennodius Ticinensis,Libellus apologeticus pro synodo,cc_7757,cc_7757_297,">> Post haec nos falsitatis arguitis, cur a principe, quae in praefato negotio scripta sunt, dicimus postulata. << Praesta, Domine, ut labyrinthi hujus sine errore sinuosos superemus anfractus:","Nouam deinde culpam, et quam inuestigatio nostra transierat, reclusistis: << Quare papa, sine exempli instituto praecedentis, synodum conuocauit, ut de criminum ejus objectione cognosceret? | >> Post haec nos falsitatis arguitis, cur a principe, quae in praefato negotio scripta sunt, dicimus postulata. << Praesta, Domine, ut labyrinthi hujus sine errore sinuosos superemus anfractus: | >> dirige semitam, quam flexilis coluber juxta fabricam proprii corporis aut mentis operatur, ut uere dicamus:","[{'char_end': 1, 'char_start': 0, 'lemma': '>', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422345, 'token_text': '>'}
 {'char_end': 2, 'char_start': 1, 'lemma': '>', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422346, 'token_text': '>'}
 {'char_end': 7, 'char_start': 3, 'lemma': 'post', 'pos': 'ADP', 'sentence_id': 'cc_7757_297', 'token_id': 296422347, 'token_text': 'Post'}
 {'char_end': 12, 'char_start': 8, 'lemma': 'hic', 'pos': 'DET', 'sentence_id': 'cc_7757_297', 'token_id': 296422348, 'token_text': 'haec'}
 {'char_end': 16, 'char_start': 13, 'lemma': 'nos', 'pos': 'PRON', 'sentence_id': 'cc_7757_297', 'token_id': 296422349, 'token_text': 'nos'}
 {'char_end': 27, 'char_start': 17, 'lemma': 'falsitas', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422350, 'token_text': 'falsitatis'}
 {'char_end': 36, 'char_start': 28, 'lemma': 'arguo', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422351, 'token_text': 'arguitis'}
 {'char_end': 37, 'char_start': 36, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422352, 'token_text': ','}
 {'char_end': 41, 'char_start': 38, 'lemma': 'cur', 'pos': 'SCONJ', 'sentence_id': 'cc_7757_297', 'token_id': 296422353, 'token_text': 'cur'}
 {'char_end': 43, 'char_start': 42, 'lemma': 'ab', 'pos': 'ADP', 'sentence_id': 'cc_7757_297', 'token_id': 296422354, 'token_text': 'a'}
 {'char_end': 52, 'char_start': 44, 'lemma': 'princeps', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422355, 'token_text': 'principe'}
 {'char_end': 53, 'char_start': 52, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422356, 'token_text': ','}
 {'char_end': 58, 'char_start': 54, 'lemma': 'qui', 'pos': 'PRON', 'sentence_id': 'cc_7757_297', 'token_id': 296422357, 'token_text': 'quae'}
 {'char_end': 61, 'char_start': 59, 'lemma': 'in', 'pos': 'ADP', 'sentence_id': 'cc_7757_297', 'token_id': 296422358, 'token_text': 'in'}
 {'char_end': 70, 'char_start': 62, 'lemma': 'praefor', 'pos': 'VERB', 'sentence_id': 'cc_7757_297', 'token_id': 296422359, 'token_text': 'praefato'}
 {'char_end': 78, 'char_start': 71, 'lemma': 'negotium', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422360, 'token_text': 'negotio'}
 {'char_end': 86, 'char_start': 79, 'lemma': 'scribo', 'pos': 'VERB', 'sentence_id': 'cc_7757_297', 'token_id': 296422361, 'token_text': 'scripta'}
 {'char_end': 91, 'char_start': 87, 'lemma': 'sum', 'pos': 'AUX', 'sentence_id': 'cc_7757_297', 'token_id': 296422362, 'token_text': 'sunt'}
 {'char_end': 92, 'char_start': 91, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422363, 'token_text': ','}
 {'char_end': 100, 'char_start': 93, 'lemma': 'dico', 'pos': 'VERB', 'sentence_id': 'cc_7757_297', 'token_id': 296422364, 'token_text': 'dicimus'}
 {'char_end': 110, 'char_start': 101, 'lemma': 'postulo', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422365, 'token_text': 'postulata'}
 {'char_end': 111, 'char_start': 110, 'lemma': '.', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422366, 'token_text': '.'}
 {'char_end': 113, 'char_start': 112, 'lemma': '<', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422367, 'token_text': '<'}
 {'char_end': 114, 'char_start': 113, 'lemma': '<', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422368, 'token_text': '<'}
 {'char_end': 122, 'char_start': 115, 'lemma': 'praesto', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422369, 'token_text': 'Praesta'}
 {'char_end': 123, 'char_start': 122, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422370, 'token_text': ','}
 {'char_end': 130, 'char_start': 124, 'lemma': 'Dominus', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422371, 'token_text': 'Domine'}
 {'char_end': 131, 'char_start': 130, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422372, 'token_text': ','}
 {'char_end': 134, 'char_start': 132, 'lemma': 'ut', 'pos': 'SCONJ', 'sentence_id': 'cc_7757_297', 'token_id': 296422373, 'token_text': 'ut'}
 {'char_end': 145, 'char_start': 135, 'lemma': 'labyrinthus', 'pos': 'ADJ', 'sentence_id': 'cc_7757_297', 'token_id': 296422374, 'token_text': 'labyrinthi'}
 {'char_end': 151, 'char_start': 146, 'lemma': '', 'pos': 'DET', 'sentence_id': 'cc_7757_297', 'token_id': 296422375, 'token_text': 'hujus'}
 {'char_end': 156, 'char_start': 152, 'lemma': 'sine', 'pos': 'ADP', 'sentence_id': 'cc_7757_297', 'token_id': 296422376, 'token_text': 'sine'}
 {'char_end': 163, 'char_start': 157, 'lemma': 'error', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422377, 'token_text': 'errore'}
 {'char_end': 172, 'char_start': 164, 'lemma': 'sinuosus', 'pos': 'ADJ', 'sentence_id': 'cc_7757_297', 'token_id': 296422378, 'token_text': 'sinuosos'}
 {'char_end': 182, 'char_start': 173, 'lemma': 'supero', 'pos': 'VERB', 'sentence_id': 'cc_7757_297', 'token_id': 296422379, 'token_text': 'superemus'}
 {'char_end': 192, 'char_start': 183, 'lemma': 'anfractus', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422380, 'token_text': 'anfractus'}
 {'char_end': 193, 'char_start': 192, 'lemma': ':', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422381, 'token_text': ':'}]","[{'char_end': 100, 'char_start': 93, 'lemma': 'dico', 'pos': 'VERB', 'sentence_id': 'cc_7757_297', 'token_id': 296422364, 'token_text': 'dicimus'}
 {'char_end': 110, 'char_start': 101, 'lemma': 'postulo', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422365, 'token_text': 'postulata'}
 {'char_end': 111, 'char_start': 110, 'lemma': '.', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422366, 'token_text': '.'}
 {'char_end': 113, 'char_start': 112, 'lemma': '<', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422367, 'token_text': '<'}
 {'char_end': 114, 'char_start': 113, 'lemma': '<', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422368, 'token_text': '<'}
 {'char_end': 122, 'char_start': 115, 'lemma': 'praesto', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422369, 'token_text': 'Praesta'}
 {'char_end': 123, 'char_start': 122, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422370, 'token_text': ','}
 {'char_end': 130, 'char_start': 124, 'lemma': 'Dominus', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422371, 'token_text': 'Domine'}
 {'char_end': 131, 'char_start': 130, 'lemma': ',', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422372, 'token_text': ','}
 {'char_end': 134, 'char_start': 132, 'lemma': 'ut', 'pos': 'SCONJ', 'sentence_id': 'cc_7757_297', 'token_id': 296422373, 'token_text': 'ut'}
 {'char_end': 145, 'char_start': 135, 'lemma': 'labyrinthus', 'pos': 'ADJ', 'sentence_id': 'cc_7757_297', 'token_id': 296422374, 'token_text': 'labyrinthi'}
 {'char_end': 151, 'char_start': 146, 'lemma': '', 'pos': 'DET', 'sentence_id': 'cc_7757_297', 'token_id': 296422375, 'token_text': 'hujus'}
 {'char_end': 156, 'char_start': 152, 'lemma': 'sine', 'pos': 'ADP', 'sentence_id': 'cc_7757_297', 'token_id': 296422376, 'token_text': 'sine'}
 {'char_end': 163, 'char_start': 157, 'lemma': 'error', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422377, 'token_text': 'errore'}
 {'char_end': 172, 'char_start': 164, 'lemma': 'sinuosus', 'pos': 'ADJ', 'sentence_id': 'cc_7757_297', 'token_id': 296422378, 'token_text': 'sinuosos'}
 {'char_end': 182, 'char_start': 173, 'lemma': 'supero', 'pos': 'VERB', 'sentence_id': 'cc_7757_297', 'token_id': 296422379, 'token_text': 'superemus'}
 {'char_end': 192, 'char_start': 183, 'lemma': 'anfractus', 'pos': 'NOUN', 'sentence_id': 'cc_7757_297', 'token_id': 296422380, 'token_text': 'anfractus'}
 {'char_end': 193, 'char_start': 192, 'lemma': ':', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_297', 'token_id': 296422381, 'token_text': ':'}
 {'char_end': 1, 'char_start': 0, 'lemma': '>', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_298', 'token_id': 296422382, 'token_text': '>'}
 {'char_end': 2, 'char_start': 1, 'lemma': '>', 'pos': 'PUNCT', 'sentence_id': 'cc_7757_298', 'token_id': 296422383, 'token_text': '>'}
 {'char_end': 9, 'char_start': 3, 'lemma': 'dirigo', 'pos': 'VERB', 'sentence_id': 'cc_7757_298', 'token_id': 296422384, 'token_text': 'dirige'}]",metaphorical-error,473.0,521.0,521.0,,,,,296422374,135,145
